1743758780: mosquitto version 2.0.21 starting
1743758780: Config loaded from /mosquitto/config/mosquitto.conf.
1743758780: Opening ipv4 listen socket on port 1883.
1743758780: Opening ipv6 listen socket on port 1883.
1743758780: mosquitto version 2.0.21 running
1743758781: New connection from 172.18.0.3:54035 on port 1883.
1743758781: New client connected from 172.18.0.3:54035 as auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (p2, c1, k60).
1743758781: No will message specified.
1743758781: Sending CONNACK to auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (0, 0)
1743758781: Received PUBLISH from auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934625: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934626: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934627: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934628: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934629: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743934630: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934631: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934632: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934633: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934634: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934635: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934636: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934637: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934638: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934639: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934640: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934641: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934642: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
